Key,,Id,Korean(ko),English(en)
1202501paidverygood,,비주얼 미쳤어요~,Insane visual,
0202501bad,,이건 편집 불가에요,Can’t cut,
1202501bad,,리액션이 안 나와요~,No reaction,
0202502order,,이 씬 좋아요,Good scene,
1202502order,,조명 완벽합니다,Perfect light,
0202502servingdelay,,타이밍 놓쳤네요,Missed!,
1202502servingdelay,,이 컷은 쓰기가..,Bad cut,
0202502paidverygood,,카메라 무빙 좋아요,Great cam move,
1202502paidverygood,,컷! 편집 쉬울 듯,Easy edit,
0202502bad,,소재가 안 나왔네요,No material,
1202502bad,,방송용이 아닙니다,Not for air,
0202503order,,서비스 좀 봅시다,Fix service,
1202503order,,한 번 지켜보죠,Let’s watch,
0202503servingdelay,,이 딜레이는 실망이군요,Delay again?,
1202503servingdelay,,이러다 홍보 못해요,No Promo then,
0202503paidverygood,,서비스가 좋군요,Service good,
1202503paidverygood,,"서비스, 음식, 합격",Food & SVC ok,
0202503bad,,이건 실망입니다,Very bad,
1202503bad,,다음에는 더 낫기를,Be better~,
0202601servingdelay,,빨리 안 줄꺼야?,Faster please!,
1202601servingdelay,,이러기야?,Really now?,
0202601paidverygood,,내가 인정한다 ㅋㅋ,Respect!!,
1202601paidverygood,,다음에도 올게~,I'll be back!,
0202601bad,,이게 서비스야?,This sucks,
1202601bad,,"최악이다, 진짜",Worst ever,
0203001servingdelay,,빨리 먹고 싶어요~,Let me eat now,
1203001servingdelay,,진짜 배고파요,So hungry,
0203001paidverygood,,진짜 맛있어요!,So yummy!,
1203001paidverygood,,여긴 또 와야 해요~,Must come back,
0203001bad,,다음엔 잘해줘,Do better pls,
1203001bad,,느렸지만 괜찮아,Slow but fine,
0203002servingdelay,,서빙이 늦는 편이군요,Bit slow,
1203002servingdelay,,상황은 이해합니다,I get it,
0203002paidverygood,,나쁘지 않아요,Not bad,
1203002paidverygood,,고생하셨습니다,Thanks a lot,
0203002bad,,개선의 여지는 있네요,Needs work,
1203002bad,,다음에 다시 보죠,See you,
0203003servingdelay,,플레이팅도 예술이에요,Artful plate,
1203003servingdelay,,시간 멈춘 듯,Time stopped,
0203003paidverygood,,맛 감성 굿굿,Tasty & warm,
1203003paidverygood,,기분이 따뜻해졌어요,Felt warm,
0203003bad,,아쉬운 점도 있네요,Some flaws,
1203003bad,,서비스 아쉬워요,Poor service,
0203004servingdelay,,너무 늦었어요,Too slow,
1203004servingdelay,,제 실수 아니죠?,My fault?,
0203004paidverygood,,다행히 잘 나왔네요..,"Whew, okay",
1203004paidverygood,,조용히 먹었어요,A quiet meal,
0203004bad,,조금은 아쉬웠어요..,Bit off,
1203004bad,,다음엔 더 낫게,Do better,
0203005servingdelay,,맛 분위기 최고,Taste & vibe!,
1203005servingdelay,,기분 좋아졌어요,Mood lifted,
0203005paidverygood,,직원 친절했어요,Nice staff,
1203005paidverygood,,다음에도 또 올게요~,Come again~,
0203005bad,,다음에는 더 파이팅!,More effort~,
1203005bad,,더 개선해봐요!,Improve pls,
0203006servingdelay,,귀찮은 배고픔,Ugh hungry,
1203006servingdelay,,기다림 싫어요,Hate waiting,
0203006paidverygood,,그냥 그랬어요,So-so,
1203006paidverygood,,끼니는 해결했어요,Meal done,
0203006bad,,다시 오긴 애매해,Not again?,
1203006bad,,배달할 걸 그랬어,Should’ve delivery,
0203007servingdelay,,서빙 좀 빨리요,Faster plz,
1203007servingdelay,,바쁜데 다행이야,Glad it’s fast,
0203007paidverygood,,서빙 빨라 좋음,Quick meal,
1203007paidverygood,,빠르고 맛있음,Fast & tasty,
0203007bad,,오늘은 좀 느렸어요,Bit slow,
1203007bad,,다음에는 더 신속하게!,Faster next!,
0203008servingdelay,,간이 살짝 아쉽네요,Needs salt,
1203008servingdelay,,플레이팅은 괜찮았어요,Nice dish,
0203008paidverygood,,내 기준엔 아쉬워,Not enough,
1203008paidverygood,,음식 구성은 만족해요,Good menu,
0203008bad,,서비스가 거슬려,Service meh,
1203008bad,,서비스가 참..,Hmm service,
0203009servingdelay,,늦네,Late,
1203009servingdelay,,아직?,Still?,
0203009paidverygood,,맛있다,Tasty,
1203009paidverygood,,됐어,Fine,
0203009bad,,별로야,Nah,
1203009bad,,안 와,Not here,
0203010servingdelay,,아직 안 나왔네,Still waiting,
1203010servingdelay,,계속 멍하네요,Zoning out,
0203010paidverygood,,"아, 나왔네… 맛있다",Out! Yummy,
1203010paidverygood,,뭔가 꿈같은 맛이에요,Dreamy taste,
0203010bad,,왜 이런 서비스가..,This service..,
1203010bad,,안 좋은 기억이에요..,Bad memory,
0203011servingdelay,,여유 즐겨요,Chill time,
1203011servingdelay,,오늘 참 평화롭네요,So peaceful,
0203011paidverygood,,편안하게 잘 먹었어요,Felt comfy,
1203011paidverygood,,이런 분위기 좋아요,Good mood,
0203011bad,,늦었지만 괜찮습니다,Late but okay,
1203011bad,,더 나은 모습으로 뵈요,Do better next,
0203012servingdelay,,아직도 안 나왔어요?,Still not out?,
1203012servingdelay,,너무 늦네요,Too slow,
0203012paidverygood,,맛 하나는 인정합니다,Tastes great,
1203012paidverygood,,생각보다 괜찮았어요,Better than,
0203012bad,,그냥 별로에요,Not great,
1203012bad,,이건 뭔 서비스에요?,What service?,
0203013servingdelay,,"농담 안 해, 빨리","No joke, hurry",
1203013servingdelay,,배고픔의 승리!,Hunger wins!,
0203013paidverygood,,맛에 터졌음!,Flavor bomb!,
1203013paidverygood,,센스있네 이거,Nice touch,
0203013bad,,드립 안 나와,No jokes left,
1203013bad,,마음이 아파요~,Sad heart,
0203101servingdelay,,편안한 익숙함이군,Familiar taste,
1203101servingdelay,,느려도 괜찮아,Slow is ok,
0203101paidverygood,,다음에도 또 올게요,Come again,
1203101paidverygood,,아쉬웠지만 이해해요,I get it,
0203101bad,,수고 많으셨어요,Good job,
1203101bad,,항상 감사합니다,Thanks always,
0203102servingdelay,,제대로만 해줘,Do it right,
1203102servingdelay,,오늘은 약간 느렸군요,Bit slow,
0203102paidverygood,,역시 믿음직해,Trustworthy,
1203102paidverygood,,믿고 오는 곳이야,Trusted place,
0203102bad,,오늘은 살짝 아쉬웠소,Bit lacking,
1203102bad,,좋은 모습으로 보자고!,Show better!,
0203201servingdelay,,좀 밀리나 보네요,Bit behind,
1203201servingdelay,,늦어도 이해합니다,I get delay,
0203201paidverygood,,구성이 만족스럽습니다,Good set,
1203201paidverygood,,전체적으로 좋았어요,All good,
0203201bad,,기대에 못 미쳤습니다,Below hope,
1203201bad,,다음엔 잘해주세요,Do better,
0203202servingdelay,,좀 늦긴 하네요~,A bit late,
1203202servingdelay,,그래도 기다릴게요!,Still wait,
0203202paidverygood,,역시 맛있네요!,Still good,
1203202paidverygood,,여긴 실패가 없어요,Never bad,
0203202bad,,오늘은 조금 아쉬워요~,Bit off today,
1203202bad,,더 좋은 모습으로 봐요,Be better next,
0203301servingdelay,,흐름 끊지 마,Keep flow,
1203301servingdelay,,감정선이 흔들리네요,Mood off,
0203301paidverygood,,완벽한 조화였어요,Perfect match,
1203301paidverygood,,여운이 오래가네요,Long aftertaste,
0203301bad,,감동 부족합니다,Not moving,
1203301bad,,참 아쉽네요,Too bad,
0203302servingdelay,,다소 지체되었군요,Bit delay,
1203302servingdelay,,사정은 이해합니다,I get it,
0203302paidverygood,,고급진 맛이네요,Classy taste,
1203302paidverygood,,전반적으로 만족해요,Overall good,
0203302bad,,세련미 아쉬워요,Needs style,
1203302bad,,더 잘해봐요,Try harder,
0203401order,,오늘의 피드 각!,Feed worthy,
1203401order,,인테리어 좋아요~,Nice look,
0203401servingdelay,,뭔가 너무 늦는데 ㅠ,Too late..,
1203401servingdelay,,피드 각이 나오려나..,Feed shot?,
0203401paidverygood,,비주얼이 완벽하네요!,Perfect look,
1203401paidverygood,,비주얼 이쁘군요,Pretty dish,
0203401bad,,감성 아쉬운데요,Lacks vibe,
1203401bad,,콘텐츠화가 어렵겠어요,Hard to clip,
0203501order,,맛 리뷰 가자!,Let’s review,
1203501order,,구독자분들 기대하세요!,Stay tuned!,
0203501servingdelay,,늦으면 편집 힘들어요~,Edit pain,
1203501servingdelay,,타이밍 좀 맞춰줘요~,Time it plz,
0203501paidverygood,,먹방각 나왔음,Mukbang now,
1203501paidverygood,,이건 썸네일!,Thumbnail!,
0203501bad,,오늘 편집 걱정되네요,Edit stress,
1203501bad,,영상 애매함,Vague shot,
0203502order,,카메라 앵글 괜찮네요,Good angle,
1203502order,,구성이 자연스러워요,Flows well,
0203502servingdelay,,타이밍 놓쳤어요,Missed cue,
1203502servingdelay,,흐름이 끊겼네요,Flow broke,
0203502paidverygood,,조명이 잘 받네요,Nice light,
1203502paidverygood,,컷 연결이 매끄러워요,Smooth cuts,
0203502bad,,편집 힘들지도?,Edit hard?,
1203502bad,,방송용으론 부족해요,Not TV fit,
0203503order,,기대되는 메뉴,Hopeful pick,
1203503order,,실력을 보겠습니다,Let’s see,
0203503servingdelay,,너무 오래 걸리네요,Too long..,
1203503servingdelay,,타이밍 실망인데?,Bad timing..,
0203503paidverygood,,퀄리티 좋았습니다,Good quality,
1203503paidverygood,,플레이팅도 완벽했어요,Nice plating,
0203503bad,,전체적으로 아쉽군,Lacks overall,
1203503bad,,기본은 지켜야죠,Respect basics,
0203601order,,여기가 밥 잘한대매?,Thought it’s good,
1203601order,,모든게 다 별로인데?,All bad,
0203601servingdelay,,늦는거야? 진심으로?,Really late?,
1203601servingdelay,,안 내놓냐?,Bring it!,
0203601paidverygood,,그래도 먹을만은 했네,Not too bad,
1203601paidverygood,,이 정도면 평타지,Fair enough,
0203601bad,,서비스 구리네,Bad service,
1203601bad,,"카악, ?",*spits*,
